denominazione_comune,lat,lon,sigla_provincia,id,id_province
Cervasca,44.3831496,7.4678883,CN,543,25
Cervere,44.6347449,7.7931675,CN,544,25
Ceva,44.3862246,8.0352173,CN,545,25
Cherasco,44.6522187,7.8582036,CN,546,25
Chiusa di Pesio,44.3247588,7.6778844,CN,547,25
Cigliè,44.4350586,7.9262261,CN,548,25
Cissone,44.5630956,8.0305096,CN,549,25
Clavesana,44.4821379,7.9119823,CN,550,25
Corneliano d'Alba,44.7355335,7.9612917,CN,551,25
Cortemilia,44.5808537,8.1918668,CN,552,25
Cossano Belbo,44.6690571,8.1985593,CN,553,25
Costigliole Saluzzo,44.5646044,7.4849377,CN,554,25
Cravanzana,44.5731475,8.1281897,CN,555,25
Crissolo,44.699097,7.1571897,CN,556,25
Cuneo,44.3932857,7.5511719,CN,557,25
Demonte,44.3152499,7.2975134,CN,558,25
Diano d'Alba,44.6513852,8.027669,CN,559,25
Dogliani,44.5300819,7.9451674,CN,560,25
Dronero,44.4669688,7.3633182,CN,561,25
Elva,44.5397567,7.0896342,CN,562,25
Entracque,44.2407441,7.3978031,CN,563,25
Envie,44.6817468,7.3721924,CN,564,25
Farigliano,44.5116901,7.917021,CN,565,25
Faule,44.8054219,7.5806638,CN,566,25
Feisoglio,44.5433513,8.104176,CN,567,25
Fossano,44.5493897,7.7248703,CN,568,25
Frabosa Soprana,44.2874616,7.8070923,CN,569,25
Frabosa Sottana,44.3020134,7.7983106,CN,570,25
Frassino,44.5713491,7.2756444,CN,571,25
Gaiola,44.3352361,7.4067619,CN,572,25
Gambasca,44.6293666,7.3474145,CN,573,25
Garessio,44.1972793,8.0298843,CN,574,25
Genola,44.5876841,7.6627261,CN,575,25
Gorzegno,44.5118511,8.1351176,CN,576,25
Gottasecca,44.4616859,8.1672527,CN,577,25
Govone,44.8048552,8.0999574,CN,578,25
Grinzane Cavour,44.6565312,7.9822138,CN,579,25
Guarene,44.7377989,8.0336748,CN,580,25
Igliano,44.443523,8.0125036,CN,581,25
Isasca,44.5872868,7.3815478,CN,582,25
Lagnasco,44.6246535,7.5553373,CN,583,25
La Morra,44.6373388,7.9334641,CN,584,25
Lequio Berria,44.6045975,8.0976718,CN,585,25
Lequio Tanaro,44.5602244,7.883599,CN,586,25
Lesegno,44.4012231,7.9665059,CN,587,25
Levice,44.5376509,8.1566196,CN,588,25
Limone Piemonte,44.2012791,7.5760798,CN,589,25
Lisio,44.3066855,7.9796342,CN,590,25
Macra,44.4998498,7.179204,CN,591,25
Magliano Alfieri,44.7664631,8.0678111,CN,592,25
Magliano Alpi,44.4580908,7.7995525,CN,593,25
Mango,44.6846084,8.1503312,CN,594,25
Manta,44.6143247,7.4862618,CN,595,25
Marene,44.66149,7.7291517,CN,596,25
Margarita,44.4026359,7.6868579,CN,597,25
Marmora,44.4574854,7.0944986,CN,598,25
Marsaglia,44.4521745,7.9829862,CN,599,25
Martiniana Po,44.6264098,7.3663153,CN,600,25
Melle,44.5620471,7.3205827,CN,601,25
Moiola,44.319679,7.3888721,CN,602,25
Mombarcaro,44.4677534,8.0850933,CN,603,25
Mombasiglio,44.363302,7.9699964,CN,604,25
Monastero di Vasco,44.3401652,7.8227613,CN,605,25
Monasterolo Casotto,44.3308236,7.9411393,CN,606,25
Monasterolo di Savigliano,44.6863291,7.6207698,CN,607,25
Monchiero,44.5730385,7.9181403,CN,608,25
Mondovì,44.3871664,7.819806,CN,609,25
Monesiglio,44.4648859,8.1163797,CN,610,25
Monforte d'Alba,44.5823276,7.9684088,CN,611,25
Montà,44.8130871,7.9600148,CN,612,25
Montaldo di Mondovì,44.3194575,7.8658404,CN,613,25
Montaldo Roero,44.7685622,7.9244658,CN,614,25
Montanera,44.4619684,7.6655736,CN,615,25
Montelupo Albese,44.623061,8.0463848,CN,616,25
Montemale di Cuneo,44.4376846,7.3728143,CN,617,25
Monterosso Grana,44.4088779,7.3239196,CN,618,25
Monteu Roero,44.7802313,7.9308693,CN,619,25
Montezemolo,44.3782287,8.141467,CN,620,25
Monticello d'Alba,44.7182847,7.9410088,CN,621,25
Moretta,44.7639001,7.5369242,CN,622,25
Morozzo,44.4230301,7.7104467,CN,623,25
Murazzano,44.473745,8.0188472,CN,624,25
Murello,44.7529544,7.6009425,CN,625,25
Narzole,44.5941489,7.8705198,CN,626,25
Neive,44.72631,8.1154993,CN,627,25
Neviglie,44.6921174,8.1159765,CN,628,25
Niella Belbo,44.5132813,8.0791207,CN,629,25
Niella Tanaro,44.4148162,7.9213586,CN,630,25
Novello,44.5871493,7.9276554,CN,631,25
Nucetto,44.3393901,8.0589157,CN,632,25
Oncino,44.6764915,7.1902546,CN,633,25
Ormea,44.1485801,7.9106908,CN,634,25
Ostana,44.6922117,7.1884822,CN,635,25
Paesana,44.6854403,7.276558,CN,636,25
Pagno,44.6137374,7.429936,CN,637,25
Pamparato,44.2771135,7.9138511,CN,638,25
Paroldo,44.4316646,8.0713186,CN,639,25
Perletto,44.5989889,8.2140793,CN,640,25
Perlo,44.3330791,8.0836067,CN,641,25
Peveragno,44.3300008,7.6171395,CN,642,25
Pezzolo Valle Uzzone,44.539268,8.1941101,CN,643,25
Pianfei,44.3704795,7.7097584,CN,644,25
Piasco,44.5685502,7.4574076,CN,645,25
Pietraporzio,44.3440005,7.0319433,CN,646,25
Piobesi d'Alba,44.7349039,7.9785127,CN,647,25
Piozzo,44.5157538,7.8924222,CN,648,25
Pocapaglia,44.7194539,7.8871859,CN,649,25
Polonghera,44.8033469,7.5960731,CN,650,25
Pontechianale,44.6219829,7.0283117,CN,651,25
Pradleves,44.4185879,7.2820866,CN,652,25
Prazzo,44.4830668,7.0554308,CN,653,25
Priero,44.3766067,8.0924196,CN,654,25
Priocca,44.7913025,8.0627276,CN,655,25
Priola,44.2459639,8.022424,CN,656,25
Prunetto,44.4894399,8.1443118,CN,657,25
Racconigi,44.7678184,7.6759818,CN,658,25
Revello,44.6546551,7.3890061,CN,659,25
Rifreddo,44.6504913,7.349098,CN,660,25
Rittana,44.3505597,7.4006354,CN,661,25
Roaschia,44.2701202,7.4561403,CN,662,25
Roascio,44.4171546,8.0225466,CN,663,25
Robilante,44.2942177,7.511163,CN,664,25
Roburent,44.3049837,7.8902071,CN,665,25
Roccabruna,44.4762859,7.3407474,CN,666,25
Rocca Cigliè,44.4440815,7.9511452,CN,667,25
Rocca de' Baldi,44.4301673,7.7456979,CN,668,25
Roccaforte Mondovì,44.3184143,7.745879,CN,669,25
Roccasparvera,44.3416448,7.441342,CN,670,25
Roccavione,44.3143982,7.4812565,CN,671,25
Rocchetta Belbo,44.6371262,8.1752719,CN,672,25
Roddi,44.6784469,7.9761077,CN,673,25
Roddino,44.5741003,8.0187358,CN,674,25
Rodello,44.6306059,8.0593158,CN,675,25
Rossana,44.5424915,7.4326069,CN,676,25
Ruffia,44.7072423,7.6024441,CN,677,25
Sale delle Langhe,44.397054,8.0834556,CN,678,25
Sale San Giovanni,44.3993697,8.0786067,CN,679,25
Saliceto,44.4132682,8.1667914,CN,680,25
Salmour,44.5781464,7.7921231,CN,681,25
Saluzzo,44.6470162,7.4908476,CN,682,25
Sambuco,44.3373312,7.0778104,CN,683,25
Sampeyre,44.5793754,7.1888737,CN,684,25
San Benedetto Belbo,44.4898837,8.0578511,CN,685,25
San Damiano Macra,44.4884055,7.2563092,CN,686,25
Sanfrè,44.7521861,7.8035497,CN,687,25
Sanfront,44.6458313,7.3202481,CN,688,25
San Michele Mondovì,44.3765173,7.9082487,CN,689,25
Sant'Albano Stura,44.5099189,7.7210531,CN,690,25
Santa Vittoria d'Alba,44.6965249,7.9331557,CN,691,25
Santo Stefano Belbo,44.7074852,8.2310162,CN,692,25
Santo Stefano Roero,44.7888149,7.9399096,CN,693,25
Savigliano,44.6480119,7.6574792,CN,694,25
Scagnello,44.3322954,7.9867937,CN,695,25
Scarnafigi,44.6817494,7.5669268,CN,696,25
Serralunga d'Alba,44.6092145,8.0006134,CN,697,25
Serravalle Langhe,44.56091,8.057662,CN,698,25
Sinio,44.5994756,8.021561,CN,699,25
Somano,44.5358849,8.0114022,CN,700,25
Sommariva del Bosco,44.7712808,7.7842659,CN,701,25
Sommariva Perno,44.7431871,7.9055758,CN,702,25
Stroppo,44.5056334,7.1259127,CN,703,25
Tarantasca,44.4934071,7.5450606,CN,704,25
Torre Bormida,44.5630946,8.1556107,CN,705,25
Torre Mondovì,44.3520291,7.9003514,CN,706,25
Torre San Giorgio,44.7358156,7.5299411,CN,707,25
Torresina,44.4321989,8.0347641,CN,708,25
Treiso,44.6893676,8.0868493,CN,709,25
Trezzo Tinella,44.6769474,8.1075834,CN,710,25
Trinità,44.5074601,7.7580358,CN,711,25
Valdieri,44.2776299,7.396136,CN,712,25
Valgrana,44.4095986,7.3806149,CN,713,25
Valloriate,44.3381374,7.3745655,CN,714,25
Venasca,44.5625348,7.394952,CN,715,25
Verduno,44.6681141,7.933767,CN,716,25
Vernante,44.2455519,7.5337036,CN,717,25
Verzuolo,44.5995468,7.4831278,CN,718,25
Vezza d'Alba,44.763895,7.996091,CN,719,25
Vicoforte,44.3749448,7.8649884,CN,720,25
Vignolo,44.3595471,7.4698938,CN,721,25
Villafalletto,44.5442728,7.5388949,CN,722,25
Villanova Mondovì,44.3444484,7.7620933,CN,723,25
Villanova Solaro,44.7296321,7.5760324,CN,724,25
Villar San Costanzo,44.4829972,7.3802981,CN,725,25
Vinadio,44.307079,7.174339,CN,726,25
Viola,44.2904658,7.9662355,CN,727,25
Vottignasco,44.564807,7.5782137,CN,728,25
Agliano Terme,44.7907,8.2511025,AT,729,8
Albugnano,45.0780173,7.9715283,AT,730,8
Antignano,44.8454381,8.1337873,AT,731,8
Aramengo,45.0997329,8.0019807,AT,732,8
Asti,44.899126,8.2041426,AT,733,8
Azzano d'Asti,44.8746943,8.267659,AT,734,8
Baldichieri d'Asti,44.906994,8.0911038,AT,735,8
Belveglio,44.8304829,8.3301043,AT,736,8
Berzano di San Pietro,45.0949077,7.9540495,AT,737,8
Bruno,44.790628,8.4402729,AT,738,8
Bubbio,44.6638362,8.293609,AT,739,8
Buttigliera d'Asti,45.0225449,7.9505128,AT,740,8
Calamandrana,44.7365437,8.3356275,AT,741,8
Calliano Monferrato,45.0062598,8.2573264,AT,742,8
Calosso,44.7394711,8.2271856,AT,743,8
Camerano Casasco,44.9886577,8.0908805,AT,744,8
Canelli,44.7198729,8.2882031,AT,745,8
Cantarana,44.9003807,8.0307246,AT,746,8
Capriglio,45.0042278,8.0081642,AT,747,8
Casorzo Monferrato,45.022816,8.3341398,AT,748,8
Cassinasco,44.6886322,8.301661,AT,749,8
Castagnole delle Lanze,44.7549126,8.1491783,AT,750,8
Castagnole Monferrato,44.9614416,8.306092,AT,751,8
Castel Boglione,44.7206138,8.3811957,AT,752,8
Castell'Alfero,44.9827081,8.2094452,AT,753,8
Castellero,44.9240028,8.0747486,AT,754,8
Castelletto Molina,44.750303,8.4328345,AT,755,8
Castello di Annone,44.8787617,8.3136895,AT,756,8
Castelnuovo Belbo,44.8018094,8.4122613,AT,757,8
Castelnuovo Calcea,44.7882102,8.2856362,AT,758,8
Castelnuovo Don Bosco,45.0413409,7.9636245,AT,759,8
Castel Rocchero,44.7187915,8.4159658,AT,760,8
Cellarengo,44.865993,7.9450011,AT,761,8
Celle Enomondo,44.8566295,8.1229731,AT,762,8
Cerreto d'Asti,45.0497678,8.0367647,AT,763,8
Cerro Tanaro,44.8726668,8.3602087,AT,764,8
Cessole,44.6479857,8.2432015,AT,765,8
Chiusano d'Asti,44.9850527,8.1178076,AT,766,8
Cinaglio,44.9748418,8.1001665,AT,767,8
Cisterna d'Asti,44.8261717,8.004821,AT,768,8
Coazzolo,44.7282092,8.1451412,AT,769,8
Cocconato,45.0871815,8.0392394,AT,770,8
Corsione,45.0007454,8.1451364,AT,771,8
Cortandone,44.9596886,8.0575712,AT,772,8
Cortanze,45.0152236,8.0895934,AT,773,8
Cortazzone,44.9795332,8.0619238,AT,774,8
Cortiglione,44.8230145,8.3585651,AT,775,8
Cossombrato,44.9941207,8.1375273,AT,776,8
Costigliole d'Asti,44.7882167,8.180628,AT,777,8
Cunico,45.0404348,8.0972115,AT,778,8
Dusino San Michele,44.9201841,7.9722814,AT,779,8
Ferrere,44.8734007,7.9938552,AT,780,8
Fontanile,44.7533737,8.4221857,AT,781,8
Frinco,45.0055853,8.1753657,AT,782,8
Grana Monferrato,44.9980498,8.2991228,AT,783,8
Grazzano Badoglio,45.0389144,8.313557,AT,784,8
Incisa Scapaccino,44.8083938,8.3809458,AT,785,8
Isola d'Asti,44.8294713,8.1772147,AT,786,8
Loazzolo,44.6689613,8.2585255,AT,787,8
Maranzana,44.7597653,8.4768203,AT,788,8
Maretto,44.9443539,8.0342359,AT,789,8
Moasca,44.762545,8.2779396,AT,790,8
Mombaldone,44.5692293,8.3292041,AT,791,8
Mombaruzzo,44.7710213,8.4486667,AT,792,8
Mombercelli,44.8169714,8.2944274,AT,793,8
Monale,44.9360941,8.0716409,AT,794,8
Monastero Bormida,44.6475161,8.3246203,AT,795,8
Moncalvo,45.0513987,8.2634659,AT,796,8
Moncucco Torinese,45.0678824,7.9321561,AT,797,8
Mongardino,44.8488395,8.2186989,AT,798,8
Montabone,44.6985955,8.3903099,AT,799,8
Montafia,44.9891936,8.0251525,AT,800,8
Montaldo Scarampi,44.8285962,8.2573903,AT,801,8
Montechiaro d'Asti,45.0082137,8.1123822,AT,802,8
Montegrosso d'Asti,44.8224078,8.2387429,AT,803,8
Montemagno Monferrato,44.9840328,8.3240069,AT,804,8
Nizza Monferrato,44.773614,8.3565029,AT,805,8
Olmo Gentile,44.5855501,8.247035,AT,806,8
Passerano Marmorito,45.0563933,8.0187926,AT,807,8
Penango,45.0332578,8.2501324,AT,808,8
Piea,45.0252897,8.0720897,AT,809,8
Pino d'Asti,45.0581925,7.986255,AT,810,8
Piovà Massaia,45.0544849,8.0509446,AT,811,8
Portacomaro,44.9571107,8.2585123,AT,812,8
Quaranti,44.7510416,8.4490793,AT,813,8
Refrancore,44.9375746,8.3427129,AT,814,8
Revigliasco d'Asti,44.8587289,8.1583649,AT,815,8
Roatto,44.9514989,8.0266129,AT,816,8
Robella,45.1023322,8.100056,AT,817,8
Rocca d'Arazzo,44.8738739,8.2858155,AT,818,8
Roccaverano,44.5929831,8.2719314,AT,819,8
Rocchetta Palafea,44.7069446,8.345724,AT,820,8
Rocchetta Tanaro,44.8588644,8.3443271,AT,821,8
San Damiano d'Asti,44.8346357,8.065231,AT,822,8
San Giorgio Scarampi,44.6113127,8.2420238,AT,823,8
San Martino Alfieri,44.8185157,8.109371,AT,824,8
San Marzano Oliveto,44.7532191,8.2961627,AT,825,8
San Paolo Solbrito,44.952267,7.9727807,AT,826,8
Scurzolengo,44.9657062,8.2782601,AT,827,8
Serole,44.5537462,8.2597238,AT,828,8
Sessame,44.6689341,8.3378293,AT,829,8
Settime,44.9640872,8.112892,AT,830,8
Soglio,44.9974294,8.0781248,AT,831,8
Tigliole,44.8872714,8.0754687,AT,832,8
Tonco,45.0241068,8.189842,AT,833,8
Vaglio Serra,44.796531,8.3389334,AT,834,8
Valfenera,44.8968709,7.9650986,AT,835,8
Vesime,44.6371886,8.2282253,AT,836,8
Viale,44.9992683,8.0522905,AT,837,8
Viarigi,44.980449,8.3586906,AT,838,8
Vigliano d'Asti,44.835101,8.2318906,AT,839,8
Villafranca d'Asti,44.9136684,8.0322123,AT,840,8
Villanova d'Asti,44.9418872,7.9372218,AT,841,8
Villa San Secondo,45.0051825,8.1352553,AT,842,8
Vinchio,44.8074021,8.3173016,AT,843,8
Montiglio Monferrato,45.0674124,8.0977382,AT,844,8
Moransengo-Tonengo,45.1183415,8.0164389,AT,845,8
Acqui Terme,44.6766013,8.4697522,AL,846,2
Albera Ligure,44.7009104,9.0684268,AL,847,2
Alessandria,44.9129705,8.6154012,AL,848,2
Alfiano Natta,45.0472315,8.2084598,AL,849,2
Alice Bel Colle,44.7257823,8.4512007,AL,850,2
Altavilla Monferrato,44.9928977,8.3757125,AL,851,2
Alzano Scrivia,45.0175545,8.881287,AL,852,2
Arquata Scrivia,44.6867333,8.8857447,AL,853,2
Avolasca,44.8029645,8.9652382,AL,854,2
Balzola,45.1831971,8.402547,AL,855,2
Basaluzzo,44.768289,8.7059341,AL,856,2
Bassignana,45.0032111,8.7359431,AL,857,2
Belforte Monferrato,44.6243621,8.6616036,AL,858,2
Bergamasco,44.8271011,8.4552104,AL,859,2
Berzano di Tortona,44.8764534,8.9505959,AL,860,2
Bistagno,44.6617871,8.3685867,AL,861,2
Borghetto di Borbera,44.7310474,8.9453502,AL,862,2
Borgoratto Alessandrino,44.8364862,8.5394206,AL,863,2
Borgo San Martino,45.0890899,8.5236214,AL,864,2
Bosco Marengo,44.8220868,8.675991,AL,865,2
Bosio,44.6477824,8.7919125,AL,866,2
Bozzole,45.0678753,8.6048772,AL,867,2
Brignano-Frascata,44.8119469,9.040796,AL,868,2
Cabella Ligure,44.6730762,9.0962927,AL,869,2
Camagna Monferrato,45.0178457,8.4303369,AL,870,2
Camino,45.1622096,8.2870447,AL,871,2
Cantalupo Ligure,44.7189679,9.0443591,AL,872,2
Capriata d'Orba,44.7299603,8.6889378,AL,873,2
Carbonara Scrivia,44.8497637,8.8707753,AL,874,2
Carentino,44.8288725,8.4704697,AL,875,2
Carezzano,44.8067495,8.9000082,AL,876,2
Carpeneto,44.677249,8.6063158,AL,877,2
Carrega Ligure,44.6190667,9.1756124,AL,878,2
Carrosio,44.6593983,8.8323311,AL,879,2
Cartosio,44.5911938,8.4185292,AL,880,2
Casal Cermelli,44.8357007,8.6224245,AL,881,2
Casaleggio Boiro,44.6342933,8.7316846,AL,882,2
Casale Monferrato,45.135028,8.452606,AL,883,2
Casalnoceto,44.9131601,8.9819855,AL,884,2
Casasco,44.8282217,9.0060511,AL,885,2
Cassine,44.74821,8.525483,AL,886,2
Cassinelle,44.6068391,8.5604746,AL,887,2
Castellania Coppi,44.7988419,8.9304523,AL,888,2
Castellar Guidobono,44.9062642,8.9467351,AL,889,2
Castellazzo Bormida,44.8454696,8.5771165,AL,890,2
Castelletto d'Erro,44.6250784,8.394411,AL,891,2
Castelletto d'Orba,44.685562,8.7022553,AL,892,2
Castelletto Merli,45.0752003,8.2405562,AL,893,2
Castelletto Monferrato,44.9798675,8.5662417,AL,894,2
Castelnuovo Bormida,44.7436825,8.5462034,AL,895,2
Castelnuovo Scrivia,44.9794221,8.8816324,AL,896,2
Castelspina,44.8044664,8.5824154,AL,897,2
Cavatore,44.6309548,8.452413,AL,898,2
Cella Monte,45.0748007,8.3906872,AL,899,2
Cereseto,45.0860104,8.3169408,AL,900,2
Cerreto Grue,44.8418594,8.9319766,AL,901,2
Cerrina Monferrato,45.120192,8.2152477,AL,902,2
Coniolo,45.1469086,8.3720472,AL,903,2
Conzano,45.0205408,8.4560585,AL,904,2
Costa Vescovato,44.8182014,8.9290162,AL,905,2
Cremolino,44.6374906,8.5858399,AL,906,2
Denice,44.5986572,8.3340115,AL,907,2
Dernice,44.7675981,9.0500793,AL,908,2
Fabbrica Curone,44.7548201,9.1541822,AL,909,2
Felizzano,44.8980397,8.4358029,AL,910,2
Fraconalto,44.5921496,8.8779599,AL,911,2
Francavilla Bisio,44.7358845,8.731659,AL,912,2
Frascaro,44.8271093,8.5326506,AL,913,2
Frassinello Monferrato,45.0315078,8.3866096,AL,914,2
Frassineto Po,45.1340187,8.5361033,AL,915,2
Fresonara,44.7827316,8.6848407,AL,916,2
Frugarolo,44.8389822,8.6790623,AL,917,2
Fubine Monferrato,44.9655624,8.4254127,AL,918,2
Gabiano,45.1589402,8.1931504,AL,919,2
Gamalero,44.8089199,8.5430521,AL,920,2
Garbagna,44.7809357,8.9990357,AL,921,2
Gavi,44.6882933,8.8036063,AL,922,2
Giarole,45.060654,8.567857,AL,923,2
Gremiasco,44.7970425,9.1047386,AL,924,2
Grognardo,44.6299278,8.4915067,AL,925,2
Grondona,44.6971918,8.9625408,AL,926,2
Guazzora,45.0135967,8.8449106,AL,927,2
Isola Sant'Antonio,45.0308725,8.8504086,AL,928,2
Lerma,44.6349675,8.7125166,AL,929,2
Malvicino,44.5596507,8.4140666,AL,930,2
Masio,44.8693908,8.408011,AL,931,2
Melazzo,44.6439852,8.4269029,AL,932,2
Merana,44.517788,8.2975246,AL,933,2
Mirabello Monferrato,45.0357457,8.5234501,AL,934,2
Molare,44.6206141,8.6010831,AL,935,2
Molino dei Torti,45.0235405,8.8920305,AL,936,2
Mombello Monferrato,45.1330294,8.2508837,AL,937,2
Momperone,44.8386375,9.0344792,AL,938,2
Moncestino,45.154852,8.1584003,AL,939,2
Mongiardino Ligure,44.6385514,9.0612632,AL,940,2
Monleale,44.8850715,8.9843698,AL,941,2
Montacuto,44.7667481,9.1068749,AL,942,2
Montaldeo,44.6665306,8.7306833,AL,943,2
Montaldo Bormida,44.6834491,8.5890058,AL,944,2
Montecastello,44.9489477,8.6866065,AL,945,2
Montechiaro d'Acqui,44.5949771,8.3796734,AL,946,2
Montegioco,44.8377939,8.9540834,AL,947,2
Montemarzino,44.8484822,8.9931314,AL,948,2
Morano sul Po,45.1640395,8.3656208,AL,949,2
Morbello,44.6034699,8.5100103,AL,950,2
Mornese,44.6390754,8.7561914,AL,951,2
Morsasco,44.6645589,8.549096,AL,952,2
Murisengo,45.0834471,8.137466,AL,953,2
Novi Ligure,44.7601792,8.787099,AL,954,2
Occimiano,45.0601772,8.5066555,AL,955,2
Odalengo Grande,45.1095224,8.1667216,AL,956,2
Odalengo Piccolo,45.0719277,8.2095151,AL,957,2
Olivola,45.0376938,8.3669623,AL,958,2
Orsara Bormida,44.6900822,8.5624365,AL,959,2
Ottiglio,45.0518339,8.3391467,AL,960,2
Ovada,44.6374608,8.646387,AL,961,2
Oviglio,44.8598003,8.4867247,AL,962,2
Ozzano Monferrato,45.1018934,8.3762262,AL,963,2
Paderna,44.8207217,8.8900021,AL,964,2
Pareto,44.5157343,8.3828668,AL,965,2
Parodi Ligure,44.6708171,8.758618,AL,966,2
Pasturana,44.7506725,8.7490384,AL,967,2
Pecetto di Valenza,44.9897155,8.6704681,AL,968,2
Pietra Marazzi,44.9441397,8.6705542,AL,969,2
Pomaro Monferrato,45.0639175,8.5951919,AL,970,2
Pontecurone,44.9588391,8.9359378,AL,971,2
Pontestura,45.1436421,8.3325409,AL,972,2
Ponti,44.6274099,8.3652335,AL,973,2
Ponzano Monferrato,45.0844601,8.2662183,AL,974,2
Ponzone,44.5863981,8.4596074,AL,975,2
Pozzol Groppo,44.877456,9.0293141,AL,976,2
Pozzolo Formigaro,44.793865,8.7815464,AL,977,2
Prasco,44.6424071,8.5528503,AL,978,2
Predosa,44.7527244,8.6592398,AL,979,2
Quargnento,44.9448388,8.4877076,AL,980,2
Quattordio,44.8992043,8.4059871,AL,981,2
Ricaldone,44.7320841,8.4696335,AL,982,2
Rivalta Bormida,44.7113696,8.5502585,AL,983,2
Rivarone,44.9776577,8.7156949,AL,984,2
Roccaforte Ligure,44.6777056,9.0277694,AL,985,2
Rocca Grimalda,44.6710935,8.6472867,AL,986,2
Rocchetta Ligure,44.7065411,9.0500277,AL,987,2
Rosignano Monferrato,45.0798449,8.3990589,AL,988,2
Sala Monferrato,45.0753978,8.3581763,AL,989,2
Sale,44.9847456,8.8089706,AL,990,2
San Cristoforo,44.6924073,8.7499958,AL,991,2
San Giorgio Monferrato,45.1077863,8.4148569,AL,992,2
San Salvatore Monferrato,44.9948033,8.5666904,AL,993,2
San Sebastiano Curone,44.7856067,9.0652433,AL,994,2
Sant'Agata Fossili,44.7859064,8.9189347,AL,995,2
Sardigliano,44.754292,8.9076741,AL,996,2
Sarezzano,44.8675538,8.9153611,AL,997,2
Serralunga di Crea,45.1007411,8.2818606,AL,998,2
Serravalle Scrivia,44.7194648,8.8589917,AL,999,2
Sezzadio,44.7855819,8.5727297,AL,1000,2
Silvano d'Orba,44.6855659,8.6710129,AL,1001,2
Solero,44.9197586,8.5077097,AL,1002,2
Solonghello,45.1309523,8.2818377,AL,1003,2
Spigno Monferrato,44.543024,8.3353027,AL,1004,2
Spineto Scrivia,44.8376236,8.8723825,AL,1005,2
Stazzano,44.7272525,8.8673933,AL,1006,2
Strevi,44.6986567,8.52246,AL,1007,2
Tagliolo Monferrato,44.6390773,8.6682523,AL,1008,2
Tassarolo,44.7265798,8.7695011,AL,1009,2
Terruggia,45.083056,8.4421786,AL,1010,2
Terzo,44.6695304,8.4210536,AL,1011,2
Ticineto,45.0974877,8.5555502,AL,1012,2
Tortona,44.8947397,8.8601589,AL,1013,2
Treville,45.0971413,8.3597585,AL,1014,2
Trisobbio,44.6622963,8.5862757,AL,1015,2
Valenza,45.0144656,8.6462262,AL,1016,2
Valmacca,45.1004646,8.5823372,AL,1017,2
Vignale Monferrato,45.0109305,8.3965366,AL,1018,2
Vignole Borbera,44.7082847,8.8905588,AL,1019,2
Viguzzolo,44.9049194,8.9200804,AL,1020,2
Villadeati,45.0724416,8.1696989,AL,1021,2
Villalvernia,44.8176011,8.8566406,AL,1022,2
Villamiroglio,45.1344466,8.1697573,AL,1023,2
Villanova Monferrato,45.1817906,8.4784678,AL,1024,2
Villaromagnano,44.8510879,8.8871349,AL,1025,2
Visone,44.6620556,8.5032776,AL,1026,2
Volpedo,44.8888012,8.983383,AL,1027,2
Volpeglino,44.8930471,8.958964,AL,1028,2
Voltaggio,44.6201255,8.842657,AL,1029,2
Cassano Spinola,44.7705659,8.8696333,AL,1030,2
Alluvioni Piovera,44.9677769,8.7536049,AL,1031,2
Lu e Cuccaro Monferrato,45.0023858,8.4837614,AL,1032,2
Allein,45.8130096,7.2724783,AO,1033,4
Antey-Saint-André,45.8049657,7.5932085,AO,1034,4
Aosta,45.7375122,7.3201491,AO,1035,4
Arnad,45.6449847,7.7212755,AO,1036,4
Arvier,45.7035684,7.1693041,AO,1037,4
Avise,45.7087107,7.1413297,AO,1038,4
Ayas,45.8140546,7.6881569,AO,1039,4
Aymavilles,45.7013767,7.2405449,AO,1040,4
Bard,45.6079645,7.7466341,AO,1041,4
Bionaz,45.8740793,7.4230709,AO,1042,4
Brissogne,45.7271899,7.4045742,AO,1043,4
Brusson,45.7586279,7.7328122,AO,1044,4
Challand-Saint-Anselme,45.7164084,7.7365646,AO,1045,4
Challand-Saint-Victor,45.689783,7.7064615,AO,1046,4
Chambave,45.7443453,7.5499413,AO,1047,4
Chamois,45.8383677,7.6202844,AO,1048,4
Champdepraz,45.685749,7.6577543,AO,1049,4
Champorcher,45.6236202,7.6207939,AO,1050,4
Charvensod,45.7204438,7.3254073,AO,1051,4
Châtillon,45.7495761,7.6132484,AO,1052,4
Cogne,45.6081108,7.3558966,AO,1053,4
Courmayeur,45.7930597,6.9721103,AO,1054,4
Donnas,45.6034918,7.7674393,AO,1055,4
Doues,45.8192565,7.3066494,AO,1056,4
Emarèse,45.7247084,7.7004409,AO,1057,4
Etroubles,45.8197115,7.232954,AO,1058,4
Fénis,45.7361087,7.494299,AO,1059,4
Fontainemore,45.6490086,7.8609733,AO,1060,4
Gaby,45.7128719,7.8823494,AO,1061,4
Gignod,45.778262,7.2961777,AO,1062,4
Gressan,45.7216299,7.2894405,AO,1063,4
